ENST00000263100.8	A1BG	NM_130786.4
ENST00000257637.8	TMEM243	NM_024315.4
ENST00000368143.6	TMEM244	NM_001010876.2
ENST00000374586.8	TMEM245	NM_032012.4
ENST00000341567.8	TMEM248	NM_017994.5
ENST00000313236.10	TMEM25	NM_032780.4
ENST00000418388.6	TMEM250	NM_152833.3
ENST00000415050.3	TMEM251	NM_001098621.4
ENST00000377311.4	TMEM252	NM_153237.2
ENST00000372281.8	TMEM254	NM_025125.4
ENST00000371369.9	TMEM255A	NM_001104544.3
ENST00000375353.5	TMEM255B	NM_182614.4
ENST00000302422.4	TMEM256	NM_152766.5
ENST00000537328.6	TMEM258	NM_014206.4
ENST00000356663.8	TMEM259	NM_001033026.2
ENST00000399298.8	TMEM26	NM_178505.8
ENST00000261556.11	TMEM260	NM_017799.4
ENST00000530719.6	TMEM262	NM_001282448.2
ENST00000280756.9	TMEM263	NM_152261.4
ENST00000615541.3	TMEM265	NM_001256829.2
ENST00000388942.8	TMEM266	NM_152335.3
ENST00000397080.8	TMEM267	NM_022483.5
ENST00000288502.9	TMEM268	NM_153045.4
ENST00000320531.3	TMEM270	NM_182504.4
ENST00000610212.3	TMEM271	NM_001362796.2
ENST00000629372.3	TMEM272	NM_001351003.2
ENST00000374153.7	TMEM273	NM_001288740.3
ENST00000230461.11	TMEM30A	NM_018247.4
ENST00000555868.2	TMEM30B	NM_001017970.3
ENST00000319560.7	TMEM31	NM_182541.2
ENST00000504986.6	TMEM33	NM_018126.3
ENST00000372930.5	TMEM35A	NM_021637.3
ENST00000306406.5	TMEM37	NM_183240.3
ENST00000187762.7	TMEM38A	NM_024074.4
ENST00000374692.8	TMEM38B	NM_018112.3
ENST00000319172.10	TMEM39A	NM_018266.3
ENST00000336294.10	TMEM39B	NM_018056.4
ENST00000314124.12	TMEM40	NM_018306.4
ENST00000421852.6	TMEM41A	NM_080652.4
ENST00000528080.6	TMEM41B	NM_015012.4
ENST00000302392.5	TMEM42	NM_144638.3
ENST00000306077.5	TMEM43	NM_024334.3
ENST00000347147.9	TMEM44	NM_001011655.3
ENST00000323523.8	TMEM45A	NM_018004.3
ENST00000281441.8	TMEM45B	NM_138788.5
ENST00000275954.4	TMEM47	NM_031442.4
ENST00000374358.5	TMEM50A	NM_014313.4
ENST00000542230.7	TMEM50B	NM_006134.7
ENST00000376008.3	TMEM51	NM_001136218.2
ENST00000310991.8	TMEM52	NM_178545.4
ENST00000372237.8	TMEM53	NM_024587.4
ENST00000373463.8	TMEM54	NM_033504.4
ENST00000234831.10	TMEM59	NM_004872.5
ENST00000262817.8	TMEM59L	NM_012109.3
ENST00000257663.4	TMEM60	NM_032936.4
ENST00000371268.4	TMEM61	NM_182532.3
ENST00000260403.7	TMEM62	NM_024956.4
ENST00000366835.8	TMEM63A	NM_014698.3
ENST00000323267.11	TMEM63B	NM_018426.3
ENST00000298351.5	TMEM63C	NM_020431.4
ENST00000458549.7	TMEM64	NM_001008495.4
ENST00000297632.8	TMEM65	NM_194291.3
ENST00000453321.8	TMEM67	NM_153704.6
ENST00000434581.7	TMEM68	NM_001286657.2
ENST00000372025.5	TMEM69	NM_016486.4
ENST00000312184.6	TMEM70	NM_017866.6
ENST00000677595.1	TMEM71	NM_001382403.1
ENST00000389583.5	TMEM72	NM_001123376.3
ENST00000297459.4	TMEM74	NM_153015.3
ENST00000405535.3	TMEM79	NM_032323.3
ENST00000367167.4	TMEM81	NM_203376.2
ENST00000375782.2	TMEM82	NM_001013641.3
ENST00000280734.3	TMEM86A	NM_153347.3
ENST00000327042.5	TMEM86B	NM_173804.5
ENST00000389834.9	TMEM87A	NM_015497.5
ENST00000283206.9	TMEM87B	NM_032824.3
ENST00000301599.7	TMEM88	NM_203411.2
ENST00000330862.4	TMEM89	NM_001008269.3
ENST00000643932.2	TMEM8B	NM_001042590.4
ENST00000367330.6	TMEM9	NM_001288565.2
ENST00000392002.7	TMEM91	NM_001098821.2
ENST00000507382.2	TMEM92	NM_153229.3
ENST00000314256.12	TMEM94	NM_014738.6
ENST00000576060.6	TMEM95	NM_001320436.2
ENST00000226230.8	TMEM97	NM_014573.3
ENST00000579849.6	TMEM98	NM_015544.3
ENST00000534025.6	TMEM9B	NM_020644.3
ENST00000398559.7	TMF1	NM_007114.3
ENST00000643606.3	TMIE	NM_147196.3
ENST00000328886.5	TMIGD1	NM_206832.3
ENST00000369716.9	TMIGD3	NM_020683.7
ENST00000334398.8	TMLHE	NM_018196.4
ENST00000259365.9	TMOD1	NM_003275.4
ENST00000249700.9	TMOD2	NM_014548.4
ENST00000308580.12	TMOD3	NM_014547.5
ENST00000295314.9	TMOD4	NM_013353.3
ENST00000556029.6	TMPO	NM_001032283.3
ENST00000342462.5	TMPPE	NM_001039770.3
ENST00000508048.6	TMPRSS11A	NM_001114387.2
ENST00000332644.6	TMPRSS11B	NM_182502.3
ENST00000283916.11	TMPRSS11D	NM_004262.3
ENST00000305363.9	TMPRSS11E	NM_014058.4
ENST00000356291.3	TMPRSS11F	NM_207407.2
ENST00000398458.4	TMPRSS12	NM_182559.3
ENST00000524993.6	TMPRSS13	NM_001077263.3
ENST00000284885.8	TMPRSS15	NM_002772.3
ENST00000332149.10	TMPRSS2	NM_005656.4
ENST00000644384.2	TMPRSS3	NM_001256317.3
ENST00000437212.8	TMPRSS4	NM_019894.4
ENST00000299882.11	TMPRSS5	NM_030770.4
ENST00000676104.1	TMPRSS6	NM_001374504.1
ENST00000233143.6	TMSB10	NM_021103.4
ENST00000289373.5	TMSB15A	NM_021992.3
ENST00000540220.6	TMSB15B	NM_194324.4
ENST00000451311.7	TMSB4X	NM_021109.4
ENST00000284856.4	TMSB4Y	NM_004202.3
ENST00000539277.6	TMTC1	NM_001193451.2
ENST00000321196.8	TMTC2	NM_152588.3
ENST00000266712.11	TMTC3	NM_181783.4
ENST00000342624.10	TMTC4	NM_032813.5
ENST00000297533.9	TMUB1	NM_001136044.2
ENST00000538716.7	TMUB2	NM_001076674.3
ENST00000457354.7	TMX1	NM_030755.5
ENST00000278422.9	TMX2	NM_015959.4
ENST00000299608.7	TMX3	NM_019022.5
ENST00000246024.7	TMX4	NM_021156.4
ENST00000350763.9	TNC	NM_002160.4
ENST00000449264.3	TNF	NM_000594.4
ENST00000226225.7	TNFAIP1	NM_021137.5
ENST00000560869.6	TNFAIP2	NM_006291.4
ENST00000612899.5	TNFAIP3	NM_001270508.2
ENST00000243347.5	TNFAIP6	NM_007115.4
ENST00000504771.3	TNFAIP8	NM_014350.4
ENST00000327473.9	TNFAIP8L1	NM_152362.3
ENST00000368910.4	TNFAIP8L2	NM_024575.5
ENST00000637513.2	TNFAIP8L3	NM_001311175.2
ENST00000221132.8	TNFRSF10A	NM_003844.4
ENST00000276431.9	TNFRSF10B	NM_003842.5
ENST00000356864.4	TNFRSF10C	NM_003841.5
ENST00000312584.4	TNFRSF10D	NM_003840.5
ENST00000586569.3	TNFRSF11A	NM_003839.4
ENST00000297350.9	TNFRSF11B	NM_002546.4
ENST00000326577.9	TNFRSF12A	NM_016639.3
ENST00000261652.7	TNFRSF13B	NM_012452.3
ENST00000291232.5	TNFRSF13C	NM_052945.4
ENST00000355716.5	TNFRSF14	NM_003820.4
ENST00000053243.6	TNFRSF17	NM_001192.3
ENST00000379268.7	TNFRSF18	NM_004195.3
ENST00000248484.9	TNFRSF19	NM_148957.4
ENST00000162749.7	TNFRSF1A	NM_001065.4
ENST00000376259.7	TNFRSF1B	NM_001066.3
ENST00000296861.2	TNFRSF21	NM_014452.5
ENST00000356876.8	TNFRSF25	NM_003790.3
ENST00000379236.4	TNFRSF4	NM_003327.4
ENST00000369996.3	TNFRSF6B	NM_003823.4
ENST00000263932.7	TNFRSF8	NM_001243.5
ENST00000377507.8	TNFRSF9	NM_001561.6
ENST00000241261.7	TNFSF10	NM_003810.4
ENST00000398795.7	TNFSF11	NM_003701.4
ENST00000293825.11	TNFSF12	NM_003809.3
ENST00000375887.9	TNFSF13B	NM_006573.5
ENST00000675206.1	TNFSF14	NM_001376887.1
ENST00000374045.5	TNFSF15	NM_005118.4
ENST00000281834.4	TNFSF4	NM_003326.5
ENST00000223795.3	TNFSF8	NM_001244.4
ENST00000245817.5	TNFSF9	NM_003811.4
ENST00000436636.7	TNIK	NM_015028.4
ENST00000521591.6	TNIP1	NM_006058.5
ENST00000315423.12	TNIP2	NM_024309.4
ENST00000057513.8	TNIP3	NM_024873.6
ENST00000310430.11	TNKS	NM_003747.3
ENST00000358252.8	TNKS1BP1	NM_033396.3
ENST00000371627.5	TNKS2	NM_025235.4
ENST00000373031.5	TNMD	NM_022144.3
ENST00000239462.9	TNN	NM_022093.2
ENST00000232975.8	TNNC1	NM_003280.3
ENST00000372555.8	TNNC2	NM_003279.3
ENST00000361379.9	TNNI1	NM_003281.4
ENST00000381911.6	TNNI2	NM_003282.4
ENST00000344887.10	TNNI3	NM_000363.5
ENST00000326637.8	TNNI3K	NM_015978.3
ENST00000588981.6	TNNT1	NM_003283.6
ENST00000656932.1	TNNT2	NM_001276345.2
ENST00000278317.11	TNNT3	NM_006757.4
ENST00000236979.2	TNP1	NM_003284.4
ENST00000312693.4	TNP2	NM_005425.5
ENST00000367674.7	TNR	NM_003285.3
ENST00000395799.8	TNRC6A	NM_014494.4
ENST00000454349.7	TNRC6B	NM_001162501.2
ENST00000314250.11	TNS2	NM_170754.4
ENST00000311160.14	TNS3	NM_022748.12
ENST00000254051.11	TNS4	NM_032865.6
ENST00000644971.2	TNXB	NM_001365276.2
ENST00000499247.3	TOB1	NM_005749.4
ENST00000327492.4	TOB2	NM_016272.4
ENST00000372090.6	TOE1	NM_025077.4
ENST00000361462.7	TOGARAM1	NM_001308120.2
ENST00000379558.5	TOGARAM2	NM_199280.4
ENST00000317204.11	TOLLIP	NM_019009.4
ENST00000449058.7	TOM1	NM_005488.3
ENST00000575882.6	TOM1L1	NM_005486.3
ENST00000379504.8	TOM1L2	NM_001082968.2
ENST00000366607.5	TOMM20	NM_014765.3
ENST00000360945.7	TOMM20L	NM_207377.3
ENST00000216034.6	TOMM22	NM_020243.5
ENST00000372813.4	TOMM34	NM_006809.5
ENST00000426677.7	TOMM40	NM_001128917.2
ENST00000367988.8	TOMM40L	NM_032174.6
ENST00000321301.7	TOMM5	NM_001001790.3
ENST00000398881.4	TOMM6	NM_001382294.1
ENST00000358435.9	TOMM7	NM_019059.5
ENST00000284320.6	TOMM70	NM_014820.5
ENST00000409379.8	TONSL	NM_013432.5
ENST00000361337.3	TOP1	NM_003286.4
ENST00000329245.9	TOP1MT	NM_052963.3
ENST00000423485.6	TOP2A	NM_001067.4
ENST00000321105.10	TOP3A	NM_004618.5
ENST00000357179.10	TOP3B	NM_001282112.2
ENST00000309765.4	TOPAZ1	NM_001145030.2
ENST00000260810.10	TOPBP1	NM_007027.4
ENST00000360538.7	TOPORS	NM_005802.5
ENST00000351698.5	TOR1A	NM_000113.3
ENST00000606911.7	TOR1AIP1	NM_015602.4
ENST00000609928.6	TOR1AIP2	NM_001199260.2
ENST00000259339.7	TOR1B	NM_014506.3
ENST00000373284.10	TOR2A	NM_001085347.3
ENST00000367627.8	TOR3A	NM_022371.4
ENST00000357503.3	TOR4A	NM_017723.3
ENST00000361421.2	TOX	NM_014729.3
ENST00000341197.9	TOX2	NM_001098797.2
ENST00000219746.14	TOX3	NM_001080430.4
ENST00000448790.7	TOX4	NM_014828.4
ENST00000269305.9	TP53	NM_000546.6
ENST00000531399.6	TP53AIP1	NM_022112.3
ENST00000382044.9	TP53BP1	NM_001141980.3
ENST00000343537.12	TP53BP2	NM_001031685.3
ENST00000525680.6	TP53I11	NM_006034.5
ENST00000301057.8	TP53I13	NM_138349.4
ENST00000238721.9	TP53I3	NM_004881.5
ENST00000342697.5	TP53INP1	NM_033285.4
ENST00000374810.8	TP53INP2	NM_021202.3
ENST00000372114.4	TP53RK	NM_033550.4
ENST00000372726.5	TP53TG5	NM_014477.3
ENST00000264731.8	TP63	NM_003722.5
ENST00000378295.9	TP73	NM_005427.4
ENST00000369750.4	TPBG	NM_001376922.1
ENST00000562197.3	TPBGL	NM_001195528.2
ENST00000335509.11	TPCN1	NM_017901.6
ENST00000294309.8	TPCN2	NM_139075.4
ENST00000534000.6	TPD52L1	NM_003287.4
ENST00000346249.9	TPD52L2	NM_003288.4
ENST00000359315.6	TPGS1	NM_033513.3
ENST00000334295.9	TPGS2	NM_015476.4
ENST00000333850.4	TPH2	NM_173353.4
ENST00000396705.10	TPI1	NM_000365.6
ENST00000360057.7	TPK1	NM_022445.4
ENST00000403994.9	TPM1	NM_001018005.2
ENST00000645482.3	TPM2	NM_003289.4
ENST00000651641.1	TPM3	NM_152263.4
ENST00000643579.2	TPM4	NM_003290.3
ENST00000309983.5	TPMT	NM_000367.5
ENST00000329066.9	TPO	NM_001206744.2
ENST00000299427.12	TPP1	NM_000391.4
ENST00000376052.5	TPP2	NM_001330588.2
ENST00000360578.7	TPPP	NM_007030.3
ENST00000321760.11	TPPP2	NM_173846.5
ENST00000393957.7	TPPP3	NM_015964.4
ENST00000367478.9	TPR	NM_003292.3
ENST00000355552.8	TPRA1	NM_001136053.4
ENST00000345063.8	TPRG1	NM_198485.4
ENST00000378344.7	TPRG1L	NM_182752.4
ENST00000272424.11	TPRKB	NM_016058.5
ENST00000409012.6	TPRN	NM_001128228.3
ENST00000338844.8	TPSAB1	NM_003294.4
ENST00000606293.5	TPSB2	NM_024164.6
ENST00000211076.5	TPSD1	NM_012217.3
ENST00000304842.6	TPST1	NM_003596.4
ENST00000338754.9	TPST2	NM_003595.5
ENST00000530705.6	TPT1	NM_003295.4
ENST00000618007.5	TPTE	NM_199261.4
ENST00000300403.11	TPX2	NM_012112.5
ENST00000297071.9	TRA2A	NM_013293.5
ENST00000453386.7	TRA2B	NM_004593.3
ENST00000380909.9	TRABD	NM_001320485.2
ENST00000409520.7	TRABD2A	NM_001277053.2
ENST00000606738.3	TRABD2B	NM_001194986.2
ENST00000345057.9	TRADD	NM_003789.4
ENST00000373887.8	TRAF1	NM_005658.5
ENST00000247668.7	TRAF2	NM_021138.4
ENST00000392745.8	TRAF3	NM_145725.3
ENST00000373327.5	TRAF3IP1	NM_015650.4
ENST00000368761.11	TRAF3IP2	NM_147686.4
ENST00000367025.8	TRAF3IP3	NM_025228.4
ENST00000262395.10	TRAF4	NM_004295.4
ENST00000261464.10	TRAF5	NM_001033910.3
ENST00000526995.6	TRAF6	NM_004620.4
ENST00000326181.11	TRAF7	NM_032271.3
ENST00000412615.7	TRAFD1	NM_006700.3
ENST00000331456.7	TRAIP	NM_005879.3
ENST00000327628.10	TRAK1	NM_001042646.3
ENST00000332624.8	TRAK2	NM_015049.3
ENST00000262213.7	TRAM1	NM_014294.6
ENST00000310754.5	TRAM1L1	NM_152402.3
ENST00000182527.4	TRAM2	NM_012288.4
ENST00000645898.2	TRANK1	NM_001329998.2
ENST00000246957.10	TRAP1	NM_016292.3
ENST00000303731.9	TRAPPC1	NM_021210.5
ENST00000291574.9	TRAPPC10	NM_003274.5
ENST00000334690.11	TRAPPC11	NM_021942.6
ENST00000324266.10	TRAPPC12	NM_016030.6
ENST00000399438.8	TRAPPC13	NM_024941.4
ENST00000380579.6	TRAPPC2	NM_001011658.4
ENST00000543226.2	TRAPPC2B	NM_001355204.2
ENST00000373166.8	TRAPPC3	NM_014408.5
ENST00000368602.4	TRAPPC3L	NM_001139444.3
ENST00000533632.6	TRAPPC4	NM_016146.6
ENST00000596148.3	TRAPPC5	NM_001042462.2
ENST00000585934.1	TRAPPC6A	NM_001270891.2
ENST00000330149.10	TRAPPC6B	NM_001079537.2
ENST00000283351.10	TRAPPC8	NM_014939.5
ENST00000438773.4	TRAPPC9	NM_001160372.4
ENST00000333813.4	TRARG1	NM_172367.3
ENST00000295756.11	TRAT1	NM_016388.4
ENST00000377799.8	TRDMT1	NM_004412.7
ENST00000334268.9	TRDN	NM_006073.4
ENST00000264029.9	TREH	NM_007180.3
ENST00000244709.9	TREM1	NM_018643.5
ENST00000373113.8	TREM2	NM_018965.4
ENST00000483722.2	TREML2	NM_024807.4
ENST00000341495.7	TREML4	NM_198153.3
ENST00000625293.3	TREX1	NM_033629.6
ENST00000302649.4	TRH	NM_007117.5
ENST00000518632.2	TRHR	NM_003301.7
ENST00000546954.2	TRIAP1	NM_016399.3
ENST00000311922.4	TRIB1	NM_025195.4
ENST00000539664.3	TRIL	NM_014817.4
ENST00000449742.7	TRIM10	NM_006778.4
ENST00000284551.11	TRIM11	NM_145214.3
ENST00000378182.4	TRIM13	NM_213590.3
ENST00000341469.7	TRIM14	NM_014788.4
ENST00000376694.9	TRIM15	NM_033229.3
ENST00000649191.2	TRIM16	NM_001348119.1
ENST00000366698.7	TRIM17	NM_016102.4
ENST00000338700.10	TRIM2	NM_015271.5
ENST00000254436.8	TRIM21	NM_003141.4
ENST00000379965.8	TRIM22	NM_006074.5
ENST00000231524.14	TRIM23	NM_001656.4
ENST00000343526.9	TRIM24	NM_015905.3
ENST00000316881.9	TRIM25	NM_005082.5
ENST00000454678.7	TRIM26	NM_003449.5
ENST00000377199.4	TRIM27	NM_006510.5
ENST00000253024.10	TRIM28	NM_005762.3
ENST00000341846.10	TRIM29	NM_012101.4
ENST00000345851.8	TRIM3	NM_033278.4
ENST00000376734.4	TRIM31	NM_007028.5
ENST00000450136.2	TRIM32	NM_012210.4
ENST00000358465.7	TRIM33	NM_015906.4
ENST00000429814.3	TRIM34	NM_021616.6
ENST00000305364.9	TRIM35	NM_171982.5
ENST00000513154.6	TRIM36	NM_001300759.2
ENST00000262294.12	TRIM37	NM_015294.6
ENST00000357085.5	TRIM38	NM_006355.5
ENST00000349062.7	TRIM4	NM_033091.3
ENST00000396581.6	TRIM40	NM_001286633.2
ENST00000315073.10	TRIM41	NM_033549.5
ENST00000286349.4	TRIM42	NM_152616.5
ENST00000272395.3	TRIM43	NM_138800.3
ENST00000299413.7	TRIM44	NM_017583.6
ENST00000256649.9	TRIM45	NM_025188.4
ENST00000334634.9	TRIM46	NM_025058.5
ENST00000254816.6	TRIM47	NM_033452.3
ENST00000417545.5	TRIM48	NM_024114.5
ENST00000329758.5	TRIM49	NM_020358.2
ENST00000448984.1	TRIM49C	NM_001195234.1
ENST00000380034.8	TRIM5	NM_033034.3
ENST00000333149.7	TRIM50	NM_178125.3
ENST00000449290.6	TRIM51	NM_032681.4
ENST00000380075.7	TRIM54	NM_187841.3
ENST00000315962.9	TRIM55	NM_184085.2
ENST00000306085.11	TRIM56	NM_030961.3
ENST00000366481.4	TRIM58	NM_015431.4
ENST00000309784.9	TRIM59	NM_173084.3
ENST00000380097.8	TRIM6	NM_001003818.3
ENST00000512596.6	TRIM60	NM_152620.3
ENST00000329314.6	TRIM61	NM_001012414.3
ENST00000291416.10	TRIM62	NM_018207.3
ENST00000374272.4	TRIM63	NM_032588.4
ENST00000617704.1	TRIM64C	NM_001206631.1
ENST00000269383.8	TRIM65	NM_173547.4
ENST00000300747.10	TRIM68	NM_018073.8
ENST00000329464.9	TRIM69	NM_182985.5
ENST00000274773.12	TRIM7	NM_203293.3
ENST00000383763.6	TRIM71	NM_001039111.3
ENST00000322122.8	TRIM72	NM_001008274.4
ENST00000285805.3	TRIM74	NM_198853.3
ENST00000398290.7	TRIM77	NM_001146162.1
ENST00000643721.2	TRIM8	NM_030912.3
ENST00000332517.4	TRIML1	NM_178556.5
ENST00000344204.9	TRIO	NM_007118.4
ENST00000644935.1	TRIOBP	NM_001039141.3
ENST00000313244.14	TRIP10	NM_001288962.2
ENST00000267622.8	TRIP11	NM_004239.4
ENST00000675903.1	TRIP12	NM_001348323.3
ENST00000166345.8	TRIP13	NM_004237.4
ENST00000261884.8	TRIP4	NM_016213.5
ENST00000200457.9	TRIP6	NM_003302.3
ENST00000521988.6	TRIQK	NM_001171797.2
ENST00000242784.5	TRIR	NM_024038.4
ENST00000316891.10	TRIT1	NM_017646.6
ENST00000375119.8	TRMO	NM_016481.5
ENST00000357720.9	TRMT1	NM_001136035.4
ENST00000394876.7	TRMT10A	NM_001134665.3
ENST00000297994.4	TRMT10B	NM_144964.4
ENST00000309922.7	TRMT10C	NM_017819.4
ENST00000334379.11	TRMT11	NM_001031712.3
ENST00000544844.6	TRMT112	NM_016404.3
ENST00000328599.4	TRMT12	NM_017956.4
ENST00000367506.10	TRMT1L	NM_030934.5
ENST00000252136.12	TRMT2A	NM_022727.6
ENST00000372936.4	TRMT2B	NM_024917.6
ENST00000389737.5	TRMT44	NM_152544.3
ENST00000261249.7	TRMT5	NM_020810.3
ENST00000203001.7	TRMT6	NM_015939.5
ENST00000389749.9	TRMT61A	NM_152307.3
ENST00000306108.10	TRMT61B	NM_017910.4
ENST00000524591.7	TRMT9B	NM_020844.3
ENST00000645190.1	TRMU	NM_018006.5
ENST00000373830.4	TRNAU1AP	NM_017846.5
ENST00000522111.3	TRNP1	NM_001013642.3
ENST00000251607.11	TRNT1	NM_182916.3
ENST00000173898.12	TRO	NM_001039705.3
ENST00000257909.8	TROAP	NM_005480.4
ENST00000262209.5	TRPA1	NM_007332.3
ENST00000476941.6	TRPC1	NM_001251845.2
ENST00000379645.8	TRPC3	NM_001130698.2
ENST00000379705.8	TRPC4	NM_016179.4
ENST00000252015.3	TRPC4AP	NM_015638.3
ENST00000262839.3	TRPC5	NM_012471.3
ENST00000635763.2	TRPC5OS	NM_001195578.2
ENST00000344327.8	TRPC6	NM_004621.6
ENST00000513104.6	TRPC7	NM_020389.3
ENST00000256552.11	TRPM1	NM_001252024.2
ENST00000677713.2	TRPM3	NM_001366145.2
ENST00000252826.10	TRPM4	NM_017636.4
ENST00000360774.6	TRPM6	NM_017662.5
ENST00000646667.1	TRPM7	NM_017672.6
ENST00000324695.9	TRPM8	NM_024080.5
ENST00000395715.8	TRPS1	NM_014112.5
ENST00000317459.11	TRPT1	NM_001033678.4
ENST00000338560.12	TRPV2	NM_016113.5
ENST00000576742.6	TRPV3	NM_145068.4
ENST00000261740.7	TRPV4	NM_021625.5
ENST00000265310.6	TRPV5	NM_019841.7
ENST00000359396.9	TRPV6	NM_018646.6
ENST00000456197.2	TRRAP	NM_001375524.1
ENST00000298746.5	TRUB1	NM_139169.5
ENST00000372890.6	TRUB2	NM_015679.3
ENST00000368254.6	TSACC	NM_001304817.2
ENST00000298552.9	TSC1	NM_000368.5
ENST00000219476.9	TSC2	NM_000548.5
ENST00000458659.3	TSC22D1	NM_183422.4
ENST00000300181.7	TSC22D4	NM_030935.5
ENST00000645668.2	TSEN15	NM_052965.4
ENST00000284995.11	TSEN2	NM_025265.4
ENST00000396388.3	TSEN34	NM_001077446.4
ENST00000333213.11	TSEN54	NM_207346.3
ENST00000652027.2	TSFM	NM_005726.6
ENST00000251968.4	TSG101	NM_006292.4
ENST00000393483.8	TSGA10	NM_025244.4
ENST00000356588.8	TSGA13	NM_052933.4
ENST00000256592.3	TSHB	NM_000549.5
ENST00000298171.7	TSHR	NM_000369.5
ENST00000580243.3	TSHZ1	NM_001308210.2
ENST00000371497.10	TSHZ2	NM_173485.6
ENST00000240587.5	TSHZ3	NM_020856.4
ENST00000246801.8	TSKS	NM_021733.2
ENST00000333090.5	TSKU	NM_015516.4
ENST00000344895.4	TSLP	NM_033035.5
ENST00000389682.8	TSN	NM_004622.3
ENST00000524325.6	TSNARE1	NM_145003.5
ENST00000366639.9	TSNAX	NM_005999.3
ENST00000561639.6	TSNAXIP1	NM_001288990.3
ENST00000372003.6	TSPAN1	NM_005727.4
ENST00000546076.6	TSPAN11	NM_001370302.1
ENST00000222747.8	TSPAN12	NM_012338.4
ENST00000262067.5	TSPAN13	NM_014399.4
ENST00000373290.7	TSPAN15	NM_012339.5
ENST00000590327.6	TSPAN16	NM_001282509.2
ENST00000508164.6	TSPAN17	NM_130465.5
ENST00000520358.7	TSPAN18	NM_130783.5
ENST00000532498.7	TSPAN19	NM_001100917.2
ENST00000369516.7	TSPAN2	NM_005725.6
ENST00000267970.9	TSPAN3	NM_005724.6
ENST00000257910.8	TSPAN31	NM_005981.5
ENST00000182290.9	TSPAN32	NM_139022.3
ENST00000486685.3	TSPAN33	NM_178562.5
ENST00000397397.7	TSPAN4	NM_003271.5
ENST00000305798.8	TSPAN5	NM_005723.4
ENST00000373020.9	TSPAN6	NM_003270.4
ENST00000378482.7	TSPAN7	NM_004615.4
ENST00000247829.8	TSPAN8	NM_004616.3
ENST00000011898.10	TSPAN9	NM_006675.5
ENST00000323084.9	TSPEAR	NM_144991.3
ENST00000337554.8	TSPO	NM_000714.6
ENST00000373161.6	TSPO2	NM_001010873.3
ENST00000343736.9	TSPOAP1	NM_004758.4
ENST00000451548.6	TSPY1	NM_003308.4
ENST00000428845.6	TSPY10	NM_001282469.3
ENST00000457222.6	TSPY3	NM_001077697.2
ENST00000287721.13	TSPY8	NM_001243721.2
ENST00000368608.4	TSPYL1	NM_003309.4
ENST00000375442.8	TSPYL2	NM_022117.4
ENST00000420283.3	TSPYL4	NM_021648.5
ENST00000322128.5	TSPYL5	NM_033512.3
ENST00000317802.9	TSPYL6	NM_001003937.3
ENST00000301364.10	TSR1	NM_018128.5
ENST00000375151.5	TSR2	NM_058163.3
ENST00000007390.3	TSR3	NM_001001410.3
ENST00000333256.11	TSSC4	NM_005706.4
ENST00000390666.4	TSSK1B	NM_032028.4
ENST00000399635.4	TSSK2	NM_053006.5
ENST00000373534.4	TSSK3	NM_052841.4
ENST00000339917.10	TSSK4	NM_001184739.2
ENST00000585580.4	TSSK6	NM_032037.4
ENST00000249042.8	TST	NM_003312.6
ENST00000423014.3	TSTD1	NM_001113207.2
ENST00000341170.5	TSTD2	NM_139246.5
ENST00000452647.3	TSTD3	NM_001195131.2
ENST00000259750.9	TTBK1	NM_032538.3
ENST00000267890.11	TTBK2	NM_173500.4
ENST00000231238.10	TTC1	NM_003314.3
ENST00000529221.6	TTC12	NM_017868.4
ENST00000366661.9	TTC13	NM_024525.5
ENST00000296015.9	TTC14	NM_133462.4
ENST00000373289.4	TTC16	NM_144965.3
ENST00000039989.9	TTC17	NM_018259.6
ENST00000261647.10	TTC19	NM_017775.4
ENST00000243344.8	TTC21B	NM_024753.5
ENST00000371276.9	TTC22	NM_001114108.2
ENST00000394132.7	TTC23	NM_001288615.3
ENST00000368236.8	TTC24	NM_001105669.4
ENST00000377540.6	TTC25	NM_031421.5
ENST00000464848.5	TTC26	NM_024926.4
ENST00000317907.9	TTC27	NM_017735.5
ENST00000325106.9	TTC29	NM_031956.4
ENST00000355689.6	TTC30A	NM_152275.4
ENST00000408939.4	TTC30B	NM_152517.3
ENST00000233623.11	TTC31	NM_022492.6
ENST00000333610.4	TTC32	NM_001008237.3
ENST00000337702.5	TTC33	NM_012382.3
ENST00000302783.10	TTC36	NM_001080441.4
ENST00000358746.7	TTC37	NM_014639.4
ENST00000381031.8	TTC38	NM_017931.4
ENST00000680483.1	TTC39A	NM_001297663.2
ENST00000317571.8	TTC39C	NM_001135993.2
ENST00000371281.4	TTC4	NM_004623.5
ENST00000258821.8	TTC5	NM_138376.3
ENST00000319190.11	TTC7A	NM_020458.4
ENST00000328459.11	TTC7B	NM_001010854.2
ENST00000380656.7	TTC8	NM_144596.4
ENST00000256367.3	TTC9	NM_015351.2
ENST00000316461.9	TTC9C	NM_173810.4
ENST00000334270.3	TTF1	NM_007344.4
ENST00000369466.9	TTF2	NM_003594.4
ENST00000373447.8	TTI1	NM_001303457.2
ENST00000431156.7	TTI2	NM_001102401.4
ENST00000369798.7	TTK	NM_003318.5
ENST00000233336.7	TTL	NM_153712.5
ENST00000266254.12	TTLL1	NM_012263.5
ENST00000379289.6	TTLL10	NM_001130045.2
ENST00000216129.7	TTLL12	NM_015140.4
